gov_level,fiscal_year,sector,amount_crore,description
union,2016-17,other,23.94,Human Resource Development- Handicrafts
union,2016-17,other,23.94,Human Resource Development- Handicrafts
union,2016-17,education,23.84,Nirbhaya  Fund
union,2016-17,education,23.84,Nirbhaya  Fund
union,2016-17,education,23.69,Energy Conservation Schemes
union,2016-17,education,23.69,Energy Conservation Schemes
union,2016-17,other,23.67,Strengthening of Weights and Measures Infrastructure and Strengthening of Regional
union,2016-17,energy,23.62,National Fellowship for Persons with  Disabilities (PwD)
union,2016-17,energy,23.62,National Fellowship for Persons with  Disabilities (PwD)
union,2016-17,other,23.3,Disaster Relief
union,2016-17,other,23.3,Disaster Relief
union,2016-17,other,22.68,Capacity Development (CD)
union,2016-17,security,21.99,Cyber Security Projects (NCCC & Others)
union,2016-17,other,21.81,Centres of Excellence
union,2016-17,other,21.81,Centres of Excellence
union,2016-17,other,21.71,National Young Leaders Programme
union,2016-17,other,21.71,National Young Leaders Programme
union,2016-17,other,20.94,HRD/Capacity Building Programme
union,2016-17,other,20.78,HRD/Capacity Building Programme
union,2016-17,education,20.09,National Inititative for Design Innovation
union,2016-17,education,20.09,National Inititative for Design Innovation
union,2016-17,other,20.04,Eco-Task Force
union,2016-17,other,20.04,Eco-Task Force
union,2016-17,education,20.0,Global Initiative for Academic Network (GIAN)
union,2016-17,other,20.0,Group Workshed Scheme
union,2016-17,other,20.0,Assistant to Textile Committee
union,2016-17,education,20.0,Global Initiative for Academic Network (GIAN)
union,2016-17,other,20.0,Group Workshed Scheme
union,2016-17,other,20.0,Assistant to Textile Committee
union,2016-17,security,19.63,Cyber Security Projects (NCCC & Others)
union,2016-17,social_welfare,18.66,Handicrafts Artisans comprehensive welfare scheme
union,2016-17,social_welfare,18.66,Handicrafts Artisans comprehensive welfare scheme
union,2016-17,education,18.17,Ongoing Programme and Schemes
union,2016-17,education,18.06,Traning/Human Resource Development
union,2016-17,education,18.06,Traning/Human Resource Development
union,2016-17,education,17.9,Ongoing Programme and Schemes
union,2016-17,other,17.24,Scheme for Usage of Geotextiles in North East
union,2016-17,other,17.24,Scheme for Usage of Geotextiles in North East
union,2016-17,other,16.71,International Co-operation
union,2016-17,other,16.71,International Co-operation
union,2016-17,education,16.55,Mission Mode Project on e-Panchayats
union,2016-17,education,16.55,Mission Mode Project on e-Panchayats
union,2016-17,other,16.5,National Mission on Himalayan Studies (Funded from NCEF)
union,2016-17,other,16.5,National Mission on Himalayan Studies (Funded from NCEF)
union,2016-17,education,16.3,Bio Power - Grid Interactive Renewable Power
union,2016-17,education,16.3,Bio Power - Grid Interactive Renewable Power
union,2016-17,other,16.25,Storage and Godowns
union,2016-17,education,16.08,Mass Communication
union,2016-17,education,16.08,Mass Communication
union,2016-17,other,15.44,National Programme for Youth and Adolescent Development
union,2016-17,other,15.44,Industrial Research and Development
union,2016-17,other,15.44,National Programme for Youth and Adolescent Development
union,2016-17,education,15.16,Bio Power - Off-Grid/Distributed and Decentralized Renewable Power
union,2016-17,education,15.16,Bio Power - Off-Grid/Distributed and Decentralized Renewable Power
union,2016-17,infrastructure,15.11,Support to Tribal Research Institutes
union,2016-17,infrastructure,15.11,Support to Tribal Research Institutes
union,2016-17,other,15.1,R and D Textiles
union,2016-17,other,15.1,R and D Textiles
union,2016-17,education,15.01,Heavy Water Board
union,2016-17,education,15.01,Heavy Water Board
union,2016-17,other,15.0,National Investment and Infrastructure Fund (NIIF)
union,2016-17,education,15.0,Training and Research in Frontier Areas
union,2016-17,agriculture_rural,15.0,Grants to Council for Advancement of People's Action and Rural Technology (CAPART)
union,2016-17,other,15.0,National Investment and Infrastructure Fund (NIIF)
union,2016-17,education,15.0,Training and Research in Frontier Areas
union,2016-17,agriculture_rural,15.0,Grants to Council for Advancement of People's Action and Rural Technology (CAPART)
union,2016-17,education,14.83,"ASPIRE (Promotion of Innovation, Rural Industry and Entrepreneurship)"
union,2016-17,education,14.83,"ASPIRE (Promotion of Innovation, Rural Industry and Entrepreneurship)"
union,2016-17,education,14.8,Marketing Assistance Scheme (MAS)
union,2016-17,education,14.8,Marketing Assistance Scheme (MAS)
union,2016-17,social_welfare,14.59,National Overseas Scholarship for SCs
union,2016-17,social_welfare,14.59,National Overseas Scholarship for SCs
union,2016-17,other,14.11,Forestry Training and Capacity Building
union,2016-17,other,14.11,Forestry Training and Capacity Building
union,2016-17,education,13.99,Training Schemes
union,2016-17,other,13.91,Human Resource Management
union,2016-17,education,13.74,Promotion of International Cooperation
union,2016-17,education,13.74,Promotion of International Cooperation
union,2016-17,education,13.52,Radiation and Isotopes Project
union,2016-17,education,13.52,Radiation and Isotopes Project
union,2016-17,other,13.45,Environment Information Systems (ENVIS)
union,2016-17,other,13.45,Environment Information Systems (ENVIS)
union,2016-17,other,13.42,National Test House
union,2016-17,education,13.11,Coir Udyami Yojana
union,2016-17,education,13.11,Coir Udyami Yojana
union,2016-17,other,13.03,International Cooperation
union,2016-17,other,13.03,International Cooperation
union,2016-17,education,12.93,Computerization of  Records and Strengthening of States Waqf Boards
union,2016-17,education,12.93,Computerization of  Records and Strengthening of States Waqf Boards
union,2016-17,education,12.7,"Information, Education and Communication - Grid Interactive Renewable Power"
union,2016-17,education,12.7,"Information, Education and Communication - Grid Interactive Renewable Power"
union,2016-17,education,12.55,Strengthening of Broadcasting Activities
union,2016-17,education,12.55,Strengthening of Broadcasting Activities
union,2016-17,other,12.55,Infrastructure Development
union,2016-17,other,12.37,"Others (TRAs, COP)"
union,2016-17,other,12.37,"Others (TRAs, COP)"
union,2016-17,other,12.26,R and D for Conservation and Development
union,2016-17,other,12.26,R and D for Conservation and Development
union,2016-17,education,12.2,Railway Research
union,2016-17,education,12.2,Railway Research
union,2016-17,other,11.73,Industrial Research and Development
union,2016-17,urban_services,11.71,Development of Water Resources Information System
union,2016-17,healthcare,11.51,Health Sector Disaster Preparedness and Response and Human Resources Development for Emergency Medical Services
union,2016-17,healthcare,11.23,Health Sector Disaster Preparedness and Response and Human Resources Development for Emergency Medical Services
union,2016-17,education,11.18,"Machinery for Better Conciliation,  Preventive Mediation, Effective Enforcement of Labour Laws, Chief Labour Commissioner"
union,2016-17,education,11.05,Information
union,2016-17,education,11.05,Information
union,2016-17,other,11.02,Land - Air Force
union,2016-17,other,11.02,Land - Air Force
union,2016-17,education,10.97,"Machinery for Better Conciliation,  Preventive Mediation, Effective Enforcement of Labour Laws, Chief Labour Commissioner"
union,2016-17,other,10.94,Infrastructure Development
union,2016-17,other,10.73,Eurasian Countries
union,2016-17,other,10.73,Eurasian Countries
union,2016-17,other,10.65,Assistance to PSEs for Other Scientific Research Schemes
union,2016-17,other,10.65,Assistance to PSEs for Other Scientific Research Schemes
union,2016-17,education,10.64,Electrification Projects
union,2016-17,education,10.64,Electrification Projects
union,2016-17,other,10.54,Human Resource Management
union,2016-17,education,10.4,Higher Education Statistics and Public Information System (HESPIS)
union,2016-17,education,10.4,Higher Education Statistics and Public Information System (HESPIS)
union,2016-17,energy,10.1,Comprehensive Powerloom Cluster Development Program - Powerloom Mega Cluster
union,2016-17,energy,10.1,Comprehensive Powerloom Cluster Development Program - Powerloom Mega Cluster
union,2016-17,infrastructure,10.0,Support to Pradhan Mantri Jan Dhan Yojana(PMJDY)
union,2016-17,education,10.0,Small Hydro Power - Off-Grid/Distributed and Decentralized Renewable Power
union,2016-17,other,10.0,Construction of  Office Building
union,2016-17,other,10.0,Construction of  Office Building
union,2016-17,infrastructure,10.0,Support to Pradhan Mantri Jan Dhan Yojana(PMJDY)
union,2016-17,education,10.0,Small Hydro Power - Off-Grid/Distributed and Decentralized Renewable Power
union,2016-17,other,9.92,Infrastructure and Technology Development Scheme
union,2016-17,other,9.92,Infrastructure and Technology Development Scheme
union,2016-17,energy,9.82,Post-matric Scholarship to students with disabilities
union,2016-17,energy,9.82,Post-matric Scholarship to students with disabilities
union,2016-17,other,9.66,"Strengthening Consumer Forum, Consumer Counseling and Mediation"
union,2016-17,other,9.66,"Strengthening Consumer Forum, Consumer Counseling and Mediation"
union,2016-17,other,9.57,Research and Development - Handicrafts
union,2016-17,other,9.57,Research and Development - Handicrafts
union,2016-17,education,9.41,Mahatma Gandhi Institute for Rural Industrialisation
union,2016-17,education,9.41,Mahatma Gandhi Institute for Rural Industrialisation
union,2016-17,education,9.38,Upgradation of Database
union,2016-17,education,9.38,Upgradation of Database
union,2016-17,other,9.31,Integrated Wool Improvement and Development Programme
union,2016-17,other,9.31,Integrated Wool Improvement and Development Programme
union,2016-17,infrastructure,9.09,Support to Establishment/Modernization/Capacity augmentation of Braille Presses
union,2016-17,other,9.09,Pashmina Wool Development Programme
union,2016-17,infrastructure,9.09,Support to Establishment/Modernization/Capacity augmentation of Braille Presses
union,2016-17,other,9.09,Pashmina Wool Development Programme
union,2016-17,other,9.0,Establishment of Satellite Gateway (Assistance to BSNL)
union,2016-17,other,9.0,Establishment of Satellite Gateway (Assistance to BSNL)
union,2016-17,education,8.93,"Khadi, VI and Coir (S and T)"
union,2016-17,other,8.93,Inspection - Director General Quality Audit (DGQA)
union,2016-17,other,8.93,Inspection - Director General Quality Audit (DGQA)
union,2016-17,education,8.93,"Khadi, VI and Coir (S and T)"
union,2016-17,other,8.77,Latin American Countries
union,2016-17,other,8.77,Latin American Countries
union,2016-17,other,8.7,Aid to Bangladesh
union,2016-17,other,8.7,Aid to Bangladesh
union,2016-17,other,8.55,National Test House
union,2016-17,other,8.5,Research and Development
union,2016-17,other,8.5,Research and Development
union,2016-17,education,8.27,Construction of Office Accomodation- Capital Outlay on Public Works
union,2016-17,education,8.27,Construction of Office Accomodation- Capital Outlay on Public Works
union,2016-17,education,8.25,Marketing Development Assistance (MDA)
union,2016-17,education,8.25,Marketing Development Assistance (MDA)
union,2016-17,education,8.09,"Research, Training and Studies"
union,2016-17,education,8.0,Media and Publicity
union,2016-17,other,8.0,Textile Labour Rehabilitation Scheme
union,2016-17,education,8.0,Media and Publicity
union,2016-17,other,8.0,Textile Labour Rehabilitation Scheme
union,2016-17,other,7.89,"Ocean Services, Technology, Observations, Resources Modelling and Science (O-STORMS)"
union,2016-17,other,7.81,National Cadet Corps - Army
union,2016-17,other,7.81,National Cadet Corps - Army
union,2016-17,other,7.63,Development of Pharmaceutical Industry
union,2016-17,other,7.63,Development of Pharmaceutical Industry
union,2016-17,other,7.51,Seismological and Geoscience (SAGE)
union,2016-17,education,7.39,Research and Development Projects
union,2016-17,education,7.0,Action Research and Studies on Judicial Reforms
union,2016-17,education,7.0,Action Research and Studies on Judicial Reforms
union,2016-17,social_welfare,6.89,Consumer Welfare Fund
union,2016-17,social_welfare,6.89,Consumer Welfare Fund
union,2016-17,infrastructure,6.48,Support of National Trust
union,2016-17,infrastructure,6.48,Support of National Trust
union,2016-17,other,6.47,Ease of Doing Business (e-Biz Project)
union,2016-17,other,6.47,Ease of Doing Business (e-Biz Project)
union,2016-17,other,6.44,Dam Rehabilitation and Improvement Programme
union,2016-17,education,6.39,Strengthening of Access to Justice in India (SAJI)
union,2016-17,education,6.39,Strengthening of Access to Justice in India (SAJI)
union,2016-17,other,6.29,National Handloom Development Programme
union,2016-17,other,6.21,Pollution Abatement
union,2016-17,other,6.21,Pollution Abatement
union,2016-17,agriculture_rural,6.09,Socio-Economic and Caste Census Survey
union,2016-17,agriculture_rural,6.09,Socio-Economic and Caste Census Survey
union,2016-17,infrastructure,6.0,Cashew Export Promotion Council
union,2016-17,other,6.0,CONFONET
union,2016-17,education,6.0,Externally Aided Projects (EAP) - Component - Off-Grid/Distributed and Decentralized Renewable Power
union,2016-17,infrastructure,6.0,Cashew Export Promotion Council
union,2016-17,other,6.0,CONFONET
union,2016-17,education,6.0,Externally Aided Projects (EAP) - Component - Off-Grid/Distributed and Decentralized Renewable Power
union,2016-17,other,5.88,National Mission for Preservation of Manuscripts
union,2016-17,other,5.88,National Mission for Preservation of Manuscripts
union,2016-17,education,5.69,Strengthening of System and Infrastructure of Directorate General of Mines Safety
union,2016-17,education,5.62,Strengthening of Adjudication Machinery and holding of Lok Adalats
union,2016-17,education,5.62,Strengthening of Adjudication Machinery and holding of Lok Adalats
union,2016-17,energy,5.54,Pre-matric Scholarship to students with disabilities
union,2016-17,energy,5.54,Pre-matric Scholarship to students with disabilities
union,2016-17,agriculture_rural,5.5,Recapitalization of Regional Rural Banks (RRBs)
union,2016-17,agriculture_rural,5.5,Recapitalization of Regional Rural Banks (RRBs)
union,2016-17,education,5.45,Atomic Energy Regulatory Board Expansion Project
union,2016-17,education,5.42,Strengthening of System and Infrastructure of Directorate General of Mines Safety
union,2016-17,other,5.25,Scheme for Promotion of Research and Development in Iron and Steel sector
union,2016-17,other,5.25,Scheme for Promotion of Research and Development in Iron and Steel sector
union,2016-17,education,5.16,Unnat Bharat Abhiyan
union,2016-17,education,5.16,Unnat Bharat Abhiyan
union,2016-17,education,5.0,Khadi Reform Development Package (ADB Assistance)
union,2016-17,energy,5.0,Setting up of State Spinal Injury Centre
union,2016-17,other,5.0,National Discipline Scheme
union,2016-17,infrastructure,5.0,National Sports Development Fund
union,2016-17,education,5.0,Khadi Reform Development Package (ADB Assistance)
union,2016-17,energy,5.0,Setting up of State Spinal Injury Centre
union,2016-17,other,5.0,National Discipline Scheme
union,2016-17,infrastructure,5.0,National Sports Development Fund
union,2016-17,other,4.99,Pradhan Mantri Jeevan Jyoti Bima Yojna and Pradhan Mantri Suraksha Bima Yojna (Publicity and Awareness)
union,2016-17,other,4.99,Pradhan Mantri Jeevan Jyoti Bima Yojna and Pradhan Mantri Suraksha Bima Yojna (Publicity and Awareness)
union,2016-17,education,4.98,International Cooperation Scheme
union,2016-17,education,4.98,International Cooperation Scheme
union,2016-17,infrastructure,4.95,Construction/Improvement of Roads of Economic Importance
union,2016-17,infrastructure,4.95,Construction/Improvement of Roads of Economic Importance
union,2016-17,other,4.92,Promotion of IT/ITeS Industries
union,2016-17,other,4.92,Promotion of IT/ITeS Industries
union,2016-17,other,4.89,Price and Production Statistics
union,2016-17,other,4.89,Price and Production Statistics
union,2016-17,other,4.87,National Test House
union,2016-17,other,4.73,109.  Wireless Planning and Coordination
union,2016-17,education,4.71,Mine Accidents Analysis and Modernization of Information Database
union,2016-17,education,4.71,"Strengthening of DGFASLI organization and OSH in factories, ports and docks"
union,2016-17,education,4.71,Mine Accidents Analysis and Modernization of Information Database
union,2016-17,other,4.65,"Research, Development and Consultancy on generic issues related to CPSEs and State Level"
union,2016-17,energy,4.65,"In-service training and sensitization, employment of physically challenged"
union,2016-17,other,4.65,"Research, Development and Consultancy on generic issues related to CPSEs and State Level"
union,2016-17,energy,4.65,"In-service training and sensitization, employment of physically challenged"
union,2016-17,urban_services,4.64,Research and Development and Implementation of National Water Mission
union,2016-17,education,4.54,National Schedule Caste/Schedule Tribe Hub Centre
union,2016-17,education,4.54,National Schedule Caste/Schedule Tribe Hub Centre
union,2016-17,other,4.48,Gems and Jewellery Sector
union,2016-17,other,4.48,Gems and Jewellery Sector
union,2016-17,urban_services,4.45,National Water Mission
union,2016-17,other,4.37,Oil Pollution  and Research & Development.
union,2016-17,other,4.37,Oil Pollution  and Research & Development.
union,2016-17,education,4.26,"Bio Energy - Research, Development and International Cooperation"
union,2016-17,education,4.26,"Bio Energy - Research, Development and International Cooperation"
union,2016-17,education,4.25,"Other Renewable Energy Applications (Solar Cities, Green Buildings, Support to States, Demonstration of Renewable Energy Applications, Cookstoves, etc.) - Off-Grid/Distributed and Decentralized Renewable Power"
union,2016-17,education,4.25,"Other Renewable Energy Applications (Solar Cities, Green Buildings, Support to States, Demonstration of Renewable Energy Applications, Cookstoves, etc.) - Off-Grid/Distributed and Decentralized Renewable Power"
union,2016-17,education,4.2,Extra Mural Research Projects through Research Institutes etc.
union,2016-17,education,4.2,Extra Mural Research Projects through Research Institutes etc.
union,2016-17,education,4.12,Atomic Energy Regulatory Board Expansion Project
union,2016-17,healthcare,4.09,National Organ Transplant Programme
union,2016-17,healthcare,4.09,National Organ Transplant Programme
union,2016-17,other,4.05,Human Resource Management
union,2016-17,urban_services,4.04,National Water Mission
union,2016-17,other,4.02,Strengthening of Weights and Measures Infrastructure and Strengthening of Regional
union,2016-17,other,4.0,Ambedkar Hasthshilp Vikas Yojana
union,2016-17,other,4.0,Flatted Factory cum Incubators
union,2016-17,other,4.0,"Innovation, Technology Development and Deployment"
union,2016-17,other,4.0,Ambedkar Hasthshilp Vikas Yojana
union,2016-17,other,4.0,Flatted Factory cum Incubators
union,2016-17,healthcare,3.97,Re-oreintation Training Programme of AYUSH Personnel/Continuing Medical Education (ROTP/CME)
union,2016-17,healthcare,3.97,Re-oreintation Training Programme of AYUSH Personnel/Continuing Medical Education (ROTP/CME)
union,2016-17,education,3.94,Yoga Training for Police Personnel
union,2016-17,education,3.94,Yoga Training for Police Personnel
union,2016-17,education,3.82,"Strengthening of DGFASLI organization and OSH in factories, ports and docks"
union,2016-17,other,3.78,Environmental Impact Assessment
union,2016-17,other,3.78,Environmental Impact Assessment
union,2016-17,other,3.74,Trade Facilitation Centre and Crafts Museum
union,2016-17,other,3.71,Industrial Research and Development
union,2016-17,infrastructure,3.68,Promotion of Sports among Disabled
union,2016-17,infrastructure,3.68,Promotion of Sports among Disabled
union,2016-17,education,3.64,"New Technologies - Research, Development and International Cooperation"
union,2016-17,education,3.64,"New Technologies - Research, Development and International Cooperation"
union,2016-17,other,3.55,Flood Forecasting
union,2016-17,other,3.5,"Others (IJIRA, COP JC)"
union,2016-17,other,3.5,"Others (IJIRA, COP JC)"
union,2016-17,other,3.44,Karbi Anglong Autonomous Territorial Council
union,2016-17,other,3.44,Karbi Anglong Autonomous Territorial Council
union,2016-17,other,3.37,Human Resource Management
union,2016-17,education,3.13,National Award to Teachers
union,2016-17,education,3.13,National Award to Teachers
union,2016-17,other,3.0,Amritsar Kolkata Industrial Corridor Project (AKIC)
union,2016-17,education,3.0,National Institutional Ranking Framework
union,2016-17,other,3.0,617.  Wool Development Board
union,2016-17,other,3.0,Amritsar Kolkata Industrial Corridor Project (AKIC)
union,2016-17,education,3.0,National Institutional Ranking Framework
union,2016-17,other,3.0,617.  Wool Development Board
union,2016-17,healthcare,2.96,AYUSH and Public Health
union,2016-17,healthcare,2.96,AYUSH and Public Health
union,2016-17,social_welfare,2.9,National Overseas Scholarships for OBCs
union,2016-17,social_welfare,2.9,National Overseas Scholarships for OBCs
union,2016-17,other,2.8,Consumer Protection Cell
union,2016-17,other,2.8,Consumer Protection Cell
union,2016-17,infrastructure,2.79,Foreign Trade and Export Promotion
union,2016-17,infrastructure,2.79,Foreign Trade and Export Promotion
union,2016-17,education,2.7,"Small Hydro Power - Research, Development and International Cooperation"
union,2016-17,education,2.7,"Small Hydro Power - Research, Development and International Cooperation"
union,2016-17,other,2.67,Corporate Data Management (CDM)
union,2016-17,other,2.67,Corporate Data Management (CDM)
union,2016-17,other,2.6,Telecom Engineering Centre
union,2016-17,other,2.6,Telecom Engineering Centre
union,2016-17,education,2.5,Action Research
union,2016-17,education,2.5,Action Research
union,2016-17,education,2.38,439.  Wind Power - Off-Grid/Distributed and Decentralized Renewable Power
union,2016-17,education,2.38,439.  Wind Power - Off-Grid/Distributed and Decentralized Renewable Power
union,2016-17,security,2.36,Cyber Security Projects (NCCC & Others)
union,2016-17,other,2.31,Data Mining System (DMS)
union,2016-17,other,2.31,Data Mining System (DMS)
union,2016-17,other,2.29,"Consultancy, Monitoring, Evaluation - Charges under NLCPR Scheme"
union,2016-17,other,2.29,"Consultancy, Monitoring, Evaluation - Charges under NLCPR Scheme"
union,2016-17,education,2.18,"Development of Regional Labour Institute, Faridabad as National Centre of Excellence"
union,2016-17,education,2.15,"Development of Regional Labour Institute, Faridabad as National Centre of Excellence"
union,2016-17,education,2.08,International Contribution
union,2016-17,education,2.08,International Contribution
union,2016-17,other,2.07,"Counselling, Retraining and Redeployment (CRR) Scheme"
union,2016-17,other,2.07,"Counselling, Retraining and Redeployment (CRR) Scheme"
union,2016-17,other,2.01,634.  Workers Hostel
union,2016-17,other,2.01,634.  Workers Hostel
union,2016-17,education,2.0,Incentive to Industry-Participation in fairs/Conducting market survey
union,2016-17,other,2.0,Fluid Control Research Institute (FCRI)
union,2016-17,other,2.0,Group Insurance Scheme
union,2016-17,education,2.0,Incentive to Industry-Participation in fairs/Conducting market survey
union,2016-17,other,2.0,Fluid Control Research Institute (FCRI)
union,2016-17,other,2.0,Group Insurance Scheme
union,2016-17,other,1.99,Consumer Helplines
union,2016-17,energy,1.99,Indian Spinal Injury Centre
union,2016-17,other,1.99,Consumer Helplines
union,2016-17,energy,1.99,Indian Spinal Injury Centre
union,2016-17,education,1.96,Demonstration of Renewable Energy Applications - Grid Interactive Renewable Power
union,2016-17,education,1.96,Demonstration of Renewable Energy Applications - Grid Interactive Renewable Power
union,2016-17,other,1.94,Mongolia
union,2016-17,other,1.94,Mongolia
union,2016-17,education,1.92,National Initiative on inclusion of persons with disabilities in higher education
union,2016-17,education,1.92,National Initiative on inclusion of persons with disabilities in higher education
union,2016-17,healthcare,1.75,Assistance to accredited AYUSH Centres of Excellence in Non Governmental/ Private Sector engaged in AYUSH education/drug Development and Research/ Clinical Research/ Folk Medicine etc
union,2016-17,infrastructure,1.75,Export Promotion Studies
union,2016-17,healthcare,1.75,Assistance to accredited AYUSH Centres of Excellence in Non Governmental/ Private Sector engaged in AYUSH education/drug Development and Research/ Clinical Research/ Folk Medicine etc
union,2016-17,infrastructure,1.75,Export Promotion Studies
union,2016-17,infrastructure,1.67,North East States Road PMU (ADB Assisted)
union,2016-17,infrastructure,1.67,North East States Road PMU (ADB Assisted)
union,2016-17,healthcare,1.63,Development of tools/support to prevent outbreaks of epidemics
union,2016-17,healthcare,1.63,Development of tools/support to prevent outbreaks of epidemics
union,2016-17,other,1.61,Infrastructure Development
union,2016-17,other,1.5,National Industrial Corridor Development Authority
union,2016-17,social_welfare,1.5,Free Coaching for SC and OBC Students
union,2016-17,other,1.5,Scouting and Guiding
union,2016-17,other,1.5,National Industrial Corridor Development Authority
union,2016-17,social_welfare,1.5,Free Coaching for SC and OBC Students
union,2016-17,other,1.5,Scouting and Guiding
union,2016-17,other,1.46,"Assistance to Ship Building, Research and Development"
union,2016-17,other,1.46,"Assistance to Ship Building, Research and Development"
union,2016-17,education,1.33,Atomic Energy Regulatory Board Expansion Project
union,2016-17,other,1.31,Technology Development and  Investment Promotion
union,2016-17,other,1.31,Technology Development and  Investment Promotion
union,2016-17,other,1.27,Chemical Promotion and Development Scheme
union,2016-17,other,1.27,Chemical Promotion and Development Scheme
union,2016-17,other,1.22,Financial Services
union,2016-17,other,1.22,Financial Services
union,2016-17,other,1.21,Youth Hostel
union,2016-17,other,1.18,Bureau of Indian Standard
union,2016-17,other,1.18,Bureau of Indian Standard
union,2016-17,education,1.01,Grant for conducting CCIM election
union,2016-17,education,1.01,Grant for conducting CCIM election
union,2016-17,infrastructure,1.0,National Welfare Fund for Sports Persons
union,2016-17,education,1.0,Industries and Material Projects
union,2016-17,education,1.0,Industries and Material Projects
union,2016-17,infrastructure,1.0,National Welfare Fund for Sports Persons
union,2016-17,education,0.89,National Research Professors
union,2016-17,education,0.89,"Strengthening of DGFASLI organization and OSH in factories, ports and docks"
union,2016-17,education,0.89,National Research Professors
union,2016-17,other,0.87,Grants to NABARD to settle the claims under Indo- Swiss Cooperation-VI
union,2016-17,other,0.87,Grants to NABARD to settle the claims under Indo- Swiss Cooperation-VI
union,2016-17,education,0.86,Scholarship For Top Class Education for Students with Disabilities
union,2016-17,education,0.86,Scholarship For Top Class Education for Students with Disabilities
union,2016-17,energy,0.81,Establishment of Colleges for Deaf
union,2016-17,energy,0.81,Establishment of Colleges for Deaf
union,2016-17,education,0.76,"457.  Wind Energy - Research, Development and International Cooperation"
union,2016-17,education,0.76,"457.  Wind Energy - Research, Development and International Cooperation"
union,2016-17,education,0.75,New Programmes
union,2016-17,education,0.75,New Programmes
union,2016-17,other,0.73,Microwave link between Chanpphai and Zokhawathar
union,2016-17,other,0.73,Microwave link between Chanpphai and Zokhawathar
union,2016-17,education,0.69,Labour Welfare Scheme
union,2016-17,other,0.69,Youth Hostel
union,2016-17,other,0.65,Grants to AEPC
union,2016-17,other,0.65,Grants to AEPC
union,2016-17,education,0.54,Rajiv Gandhi Udyami Mitra Yojana
union,2016-17,education,0.54,Rajiv Gandhi Udyami Mitra Yojana
union,2016-17,other,0.52,Youth Hostel
union,2016-17,infrastructure,0.5,Scheme for Identification and Nurturing of Sports Talent in country
union,2016-17,infrastructure,0.5,Scheme for Identification and Nurturing of Sports Talent in country
union,2016-17,education,0.49,"Survey, Studies and Policy Research"
union,2016-17,education,0.49,"Survey, Studies and Policy Research"
union,2016-17,education,0.45,Others including Cook Stoves - Off- Grid/Distributed and Decentralized Renewable Power
union,2016-17,other,0.45,Quality Processing of Wool and Wollen Scheme
union,2016-17,education,0.45,Others including Cook Stoves - Off- Grid/Distributed and Decentralized Renewable Power
union,2016-17,other,0.45,Quality Processing of Wool and Wollen Scheme
union,2016-17,education,0.44,Homeopathic Pharmacopoeia Committee
union,2016-17,education,0.44,Homeopathic Pharmacopoeia Committee
union,2016-17,other,0.41,Price Monitoring Structure
union,2016-17,urban_services,0.41,National Water Mission
union,2016-17,other,0.41,Price Monitoring Structure
union,2016-17,infrastructure,0.39,Scholarship to the ST Students for Studies Abroad
union,2016-17,infrastructure,0.39,Scholarship to the ST Students for Studies Abroad
union,2016-17,energy,0.38,National Overseas Scholarship for Students with Disabilities
union,2016-17,energy,0.38,National Overseas Scholarship for Students with Disabilities
union,2016-17,healthcare,0.28,Health Sector Disaster Preparedness and Response and Human Resources Development for Emergency Medical Services
union,2016-17,healthcare,0.27,Establishment and strengthening of NCDC Branches and Health Initiatives Inter Sectoral co
union,2016-17,education,0.27,Strengthening of System and Infrastructure of Directorate General of Mines Safety
union,2016-17,education,0.27,Ongoing Programme and Schemes
union,2016-17,healthcare,0.27,Establishment and strengthening of NCDC Branches and Health Initiatives Inter Sectoral co
union,2016-17,energy,0.26,Research on disabiltiy related technology products and issues
union,2016-17,energy,0.26,Research on disabiltiy related technology products and issues
union,2016-17,other,0.25,Scheme for implementation of National Manufacturing Policy
union,2016-17,other,0.25,Scheme for implementation of National Manufacturing Policy
union,2016-17,other,0.22,Industry Associations and PSUs for undertaking promotional activities
union,2016-17,other,0.22,Industry Associations and PSUs for undertaking promotional activities
union,2016-17,education,0.21,"Machinery for Better Conciliation,  Preventive Mediation, Effective Enforcement of Labour Laws, Chief Labour Commissioner"
union,2016-17,education,0.17,Copyright Office
union,2016-17,education,0.17,Copyright Office
union,2016-17,other,0.16,HRD/Capacity Building Programme
union,2016-17,education,0.15,Loans to Khadi Village and Coir Industries
union,2016-17,education,0.15,Loans to Khadi Village and Coir Industries
union,2016-17,other,0.13,River Basin Management
union,2016-17,healthcare,0.09,Development of Common Facilities for AYUSH Industry Clusters
union,2016-17,healthcare,0.09,Development of Common Facilities for AYUSH Industry Clusters
union,2016-17,other,0.08,Dima Hasao Territorial Council
union,2016-17,other,0.08,Kala Sanskriti Vikas Yojana
union,2016-17,other,0.08,Dima Hasao Territorial Council
union,2016-17,education,0.07,Copyright Board
union,2016-17,education,0.07,Copyright Board
union,2016-17,education,0.06,Labour and Employment Statistical System (LESS)
union,2016-17,education,0.05,Creation of National Platform of Unorganized Workers and allotment of an Aadhaar seeded identification numbers
union,2016-17,education,0.05,Creation of National Platform of Unorganized Workers and allotment of an Aadhaar seeded identification numbers
union,2016-17,education,0.03,"Development of Regional Labour Institute, Faridabad as National Centre of Excellence"
union,2016-17,education,0.01,Direct  Benefit Transfer
union,2016-17,education,0.01,Direct  Benefit Transfer
union,2016-17,other,-0.01,Social and Infrastructure Development Fund
