gov_level,fiscal_year,sector,amount_crore,description
union,2017-18,other,37.05,CHCDS- Handloom Mega Cluster
union,2017-18,infrastructure,37.0,Refresher Training of drivers in unorganised sector
union,2017-18,other,35.5,CHCDS Handicraft Mega  Cluster
union,2017-18,education,35.0,National Institutes of Technical Teachers Training
union,2017-18,other,34.15,Industrial and Entrepreneurship Development
union,2017-18,education,33.3,National Aviation University
union,2017-18,agriculture_rural,32.5,National Rural Livelihood Mission -Aajeevika
union,2017-18,urban_services,32.13,Ministry of Drinking Water and Sanitation
union,2017-18,urban_services,32.13,Demand No. 24
union,2017-18,urban_services,32.09,National Rural Drinking Water Programme
union,2017-18,social_welfare,32.02,Demand No. 90
union,2017-18,other,32.0,"National Institute of Homoeopathy, Kolkata"
union,2017-18,social_welfare,31.52,National Institute for Disabled Persons
union,2017-18,other,30.96,Museum Scheme
union,2017-18,other,30.5,Science Cities
union,2017-18,other,30.5,Hazardous Substances Management
union,2017-18,other,30.0,"National Institute of Unani Medicine, Banglore"
union,2017-18,other,30.0,Setting up of Performing Arts Centre and
union,2017-18,other,30.0,Dima Hasao Territorial Council
union,2017-18,education,30.0,Indian Maritime University
union,2017-18,social_welfare,30.0,One Stop Centre
union,2017-18,infrastructure,30.0,Sports Authority of India
union,2017-18,social_welfare,29.56,Working Womens Hostel (WWH)
union,2017-18,social_welfare,29.5,Indian Institute of Space Science and Technology
union,2017-18,other,29.32,Demand No. 16
union,2017-18,other,29.32,Storage and Godowns - Construction of Godowns
union,2017-18,education,29.05,"Rani Lakshmi Bai Central Agricultural University,"
union,2017-18,other,28.5,"Centre for Cultural Resources and Training, New"
union,2017-18,other,28.0,Integarated Processing Development Scheme
union,2017-18,infrastructure,27.81,Grants from Central Road Fund to UT Governments
union,2017-18,education,27.8,New Schools of Planning and Architecture
union,2017-18,other,27.4,APEDA
union,2017-18,other,27.36,"National Institute of Ayurveda, Jaipur"
union,2017-18,healthcare,27.1,"Regional Institute of Medical Sciences, Imphal"
union,2017-18,energy,27.0,Autonomous Bodies
union,2017-18,education,26.5,Education Scheme for Madrassas/Minorities
union,2017-18,other,26.21,Schemes of Petrochemicals
union,2017-18,agriculture_rural,25.28,Organic Value Chain Development for NE Region
union,2017-18,security,24.05,Cyber Security Projects (NCCC and Others)
union,2017-18,other,23.53,Group Workshed Scheme
union,2017-18,other,23.26,Tagore Cultural Complexes (Setting Up of  Multi
union,2017-18,other,23.22,Ministry of Food Processing Industries
union,2017-18,other,23.22,Demand No. 41
union,2017-18,healthcare,21.6,Lokopriya Gopinath Bordoloi Regional Inst. of
union,2017-18,other,21.5,"Ocean Services, Technology, Observations,"
union,2017-18,other,21.5,Centre for Development of Advanced computing
union,2017-18,education,21.0,National School of Drama
union,2017-18,education,20.0,PM Girls Hostel
union,2017-18,energy,20.0,CPCDS Powerloom Mega Cluster
union,2017-18,other,19.0,National Council of Science Museums
union,2017-18,other,18.0,Victoria Memorial Hall
union,2017-18,other,17.66,Intensification of Forest Management
union,2017-18,healthcare,17.44,Indian Pharmacopoeia Commission
union,2017-18,education,17.0,National Initiative for Design Innovation
union,2017-18,infrastructure,16.6,FILM AND TELEVISION INSTITUTE OF INDIA
union,2017-18,social_welfare,16.53,North Eastern - Space Applications Centre (NE-
union,2017-18,healthcare,16.5,Regional Inst. of Paramedical and Nursing Sciences
union,2017-18,social_welfare,15.87,Swadhar Greh
union,2017-18,urban_services,15.09,National Urban Livelihoods Mission (NULM)
union,2017-18,other,15.01,Leather and Leather Products
union,2017-18,other,15.0,Central Council for Research in Unani Medicines
union,2017-18,other,15.0,Central Council for Research in Yoga and
union,2017-18,other,15.0,National Institute of Food
union,2017-18,social_welfare,15.0,DISHA Programme for women in Science
union,2017-18,infrastructure,15.0,VOC Port Trust
union,2017-18,other,15.0,Human Resource Development (ISDS)
union,2017-18,social_welfare,15.0,Child Protection Scheme
union,2017-18,education,14.5,"Central Agricultural University, Imphal"
union,2017-18,social_welfare,13.9,National Institute of Social Defence
union,2017-18,infrastructure,13.3,Cochin Port Trust
union,2017-18,infrastructure,13.03,INDIAN INSTITUTE OF MASS COMMUNICATION
union,2017-18,security,13.01,Demand No. 52
union,2017-18,security,13.01,Schemes of Daman and Diu
union,2017-18,other,13.0,Central Council for Researech in Homoeopathy
union,2017-18,healthcare,12.0,National Institute of Plant Health Management
union,2017-18,other,12.0,Seismological and Geoscience (SAGE)
union,2017-18,other,12.0,Scheme for usage of GEo-Textiles in North East
union,2017-18,infrastructure,12.0,Indian Institute of Sports Science and Research
union,2017-18,other,11.5,IIFT
union,2017-18,other,11.25,Central Council for Research in Ayurvedic Sciences
union,2017-18,social_welfare,11.2,National Institute of Public Cooperation and Child
union,2017-18,healthcare,11.1,"Bhopal Memorial Hospitaland Research Centre,"
union,2017-18,education,11.0,Grants to Councils/Institutes for Excellence in
union,2017-18,infrastructure,10.5,Panchayat Samiti under Roads and Bridges
union,2017-18,infrastructure,10.5,Zilla Parishad under Roads and Bridges
union,2017-18,other,10.25,"Setting up of a National Mission on Libraries,"
union,2017-18,other,10.1,Demand No. 15
union,2017-18,education,10.0,Implementation of the IMPRINT Research Initiative
union,2017-18,infrastructure,10.0,Chennai Port Trust
union,2017-18,infrastructure,10.0,Mormugao Port Trust
union,2017-18,other,10.0,Payment to Development Council for Jute
union,2017-18,other,9.55,Nav Nalanda Mahavihara
union,2017-18,healthcare,9.48,"Vallabh Bhai Patel Chest Institute,  Delhi University,"
union,2017-18,healthcare,9.05,"National Institute of Health and Family Welfare, New"
union,2017-18,education,9.0,National Mission in Education Through ICT
union,2017-18,other,9.0,Scheme for usage of Agro Textiles in North East
union,2017-18,infrastructure,8.77,"SRFTI, KOLKATA"
union,2017-18,other,8.35,Strengthening Weights  and  Measures
union,2017-18,other,8.22,Indian Institute of Food Processing Technology
union,2017-18,security,8.0,Demand No. 47
union,2017-18,security,8.0,Principal Scientific Advisor
union,2017-18,infrastructure,8.0,Port Blair Municipal Council under Roads and
union,2017-18,infrastructure,8.0,Setting up of Inspection and Maintenance Centres
union,2017-18,agriculture_rural,7.48,Sub Mission on Agriculture Extension
union,2017-18,other,7.2,"National Museum Institute of History of Art,"
union,2017-18,education,7.0,Tribal Education
union,2017-18,other,6.97,Forestry Training and Capacity Building
union,2017-18,infrastructure,6.7,Supporting Programmes
union,2017-18,education,6.55,National Testing Agency
union,2017-18,healthcare,6.42,"National Institute of Biologicals, Noida (U.P)"
union,2017-18,agriculture_rural,6.0,National Project on Promotion of Organic Farming
union,2017-18,other,6.0,National Gandhi Heritage Site Mission
union,2017-18,security,6.0,Demand No. 50
union,2017-18,education,6.0,Technical Education
union,2017-18,other,6.0,National Judicial Academy (NJA)
union,2017-18,other,5.98,Gem and Jewellery
union,2017-18,other,5.94,"Ministry of Personnel, Public Grievances and Pensions"
union,2017-18,other,5.94,Demand No. 70
union,2017-18,other,5.93,Indian Institute of Public Administration
union,2017-18,healthcare,5.7,National Drugs De-addiction Programme
union,2017-18,other,5.27,Ministry of Labour and Employment
union,2017-18,other,5.27,Demand No. 60
union,2017-18,infrastructure,5.24,Rajiv Gandhi National Institute of Youth
union,2017-18,education,5.0,Education Society (AEES)
union,2017-18,security,5.0,Narcotics Control Bureau
union,2017-18,education,5.0,Initiative for Global Engagement
union,2017-18,social_welfare,5.0,Boys Hostel for SCs
union,2017-18,other,5.0,Pashmina Wool Development
union,2017-18,other,5.0,Research  and Development
union,2017-18,education,4.51,National Council of Educational Research and
union,2017-18,other,4.5,Pollution Abatement
union,2017-18,other,4.5,BIRD-CRTDH (IR and D)
union,2017-18,other,4.3,"Asiatic Society, Kolkata"
union,2017-18,other,4.27,National Labour Institute
union,2017-18,healthcare,4.2,Lala Ram Sarup Institute of T.B. and  Allied
union,2017-18,other,4.05,Lalit Kala Akademi
union,2017-18,education,4.01,"Research, Education and Training Outreach"
union,2017-18,other,4.0,Central Institue of Higher Tibetan Studies
union,2017-18,other,4.0,"Kalakshetra Foundation, Chennai"
union,2017-18,other,4.0,Central Pollution Control Board
union,2017-18,education,4.0,Indian Council of Forestry Research and Education
union,2017-18,social_welfare,4.0,National Atmospheric Research Laboratory (NARL)
union,2017-18,other,4.0,Inrastructure and Technology Development Project
union,2017-18,other,3.9,Flatted Factory kcum Incubator
union,2017-18,other,3.5,North Eastern Institute of Ayurveda and
union,2017-18,other,3.5,GB Pant Himalayan Institute of Environment and
union,2017-18,other,3.5,Ministry of Mines
union,2017-18,other,3.5,Demand No. 65
union,2017-18,other,3.5,JNARDDC
union,2017-18,other,3.29,Institute of Pesticides Formulation
union,2017-18,other,3.2,"Indian Institute of Tropical Meteorology, Pune (IITM)"
union,2017-18,social_welfare,3.16,Computerization and Strengthening of state Waqf
union,2017-18,other,3.0,"North Eastern Institute of Folk Medicine, Passighat"
union,2017-18,other,3.0,Delhi Public Library
union,2017-18,healthcare,3.0,"International Institute for Population Sciences,"
union,2017-18,infrastructure,3.0,National Dope Testing Laboratory
union,2017-18,other,2.9,Workers Hostel
union,2017-18,other,2.51,Zonal Cultural Centres
union,2017-18,other,2.5,Salar Jung Museum
union,2017-18,other,2.5,Setting up  Hastkala Academy in Delhi
union,2017-18,education,2.38,Laxmibai National Institute of Physical Education
union,2017-18,other,2.12,"Institute of Post Graduate Teaching and Research,"
union,2017-18,education,2.1,Training and Research in Frontier Areas
union,2017-18,other,2.01,Coffee Board
union,2017-18,other,2.0,"All India Institute for Ayurveda (AIIA), New Delhi"
union,2017-18,other,2.0,Indian Museum
union,2017-18,other,2.0,Indian National Centre for Ocean Information
union,2017-18,other,2.0,"National Centre for Earth Science Studies,"
union,2017-18,other,2.0,Society for Applied Microwave Electronic
union,2017-18,security,2.0,Demand No. 53
union,2017-18,energy,2.0,New and Renewable Sources of Energy
union,2017-18,other,2.0,National Handloom Development Programme
union,2017-18,infrastructure,2.0,Nehru Yuva Kendra Sangathan
union,2017-18,other,1.7,Allahabad Museum
union,2017-18,other,1.7,"National Institute of Ocean Technology, Chennai"
union,2017-18,other,1.7,Wildlife Institute of India
union,2017-18,agriculture_rural,1.5,Mahatma Gandhi Institute For Rural Industrialization
union,2017-18,other,1.5,Ministry of Planning
union,2017-18,other,1.5,Demand No. 73
union,2017-18,other,1.5,National Institute of Labour Economics Research
union,2017-18,education,1.32,National Institute of Industrial Engineering Mumbai
union,2017-18,other,1.27,"Central Institute of Buddhist Studies, Leh"
union,2017-18,other,1.2,Centre for Materials for Electronic Technology (C-
union,2017-18,other,1.1,Strengthening Consumer Forum
union,2017-18,other,1.1,Maulana Abul Kalam Azad Institute of Asian Studies
union,2017-18,education,1.1,Directorate of Hindi
union,2017-18,education,1.0,"Dr. Rajendra Prasad Central Agricultural University,"
union,2017-18,other,1.0,Sahitya Akademi
union,2017-18,other,1.0,Indian Plywood Industries Research Institute
union,2017-18,education,1.0,Central Tibetan Schools Administration
union,2017-18,education,1.0,"Board of Apprenticeship Training Bombay, Calcutta,"
union,2017-18,education,1.0,National Digital Library
union,2017-18,education,1.0,Swachata Action Plan
union,2017-18,education,1.0,Central Board for Workers Education
union,2017-18,energy,1.0,"Centre of Excellence for Energy, Assam"
union,2017-18,energy,1.0,"Centre of Excellence for Energy, Bangalore"
union,2017-18,energy,1.0,Indian Institute of Petroleum Energy
union,2017-18,other,1.0,Development of other Craft in Jammu and Kashmir
union,2017-18,infrastructure,1.0,National Anti-Doping Agency
union,2017-18,education,0.95,National Bal Bhawan
union,2017-18,other,0.85,Khuda Baksh Oriental Public Library
union,2017-18,other,0.81,Rampur Raza Library
union,2017-18,other,0.75,Media Lab Asia
union,2017-18,other,0.75,Indian Institute of Forest Management
union,2017-18,other,0.63,Assistance to Training Institutions
union,2017-18,other,0.6,"Indira Gandhi Rastriya Manav Sangrahalaya,"
union,2017-18,other,0.58,Silk Mega Cluster
union,2017-18,agriculture_rural,0.5,Protection of Plant Varieties and Farmer's Rights
union,2017-18,other,0.5,National Institute of Sowa Rigpa
union,2017-18,other,0.5,"Central Institute of Himalayan Culture Studies,"
union,2017-18,other,0.5,Gandhi Smriti and Darshan Samiti
union,2017-18,social_welfare,0.5,Institute of Sign Language reseach and training
union,2017-18,other,0.5,Human Resource Development Handicraft
union,2017-18,education,0.5,Swadesh Darshan (Information Education
union,2017-18,other,0.4,Financial Assistance for Bodh Darshan Higher
union,2017-18,other,0.35,"National Institute of Siddha, Chennai, Tamilnadu"
union,2017-18,social_welfare,0.35,Consumer Welfare Fund
union,2017-18,other,0.3,Consumer Helplines
union,2017-18,social_welfare,0.3,National Commission for Protection of Child Rights
union,2017-18,other,0.25,Copyright Board
union,2017-18,other,0.25,Raja Rammohan Roy Library Foundation
union,2017-18,other,0.25,Sangeet Natak Akademi
union,2017-18,healthcare,0.2,Medical  Council of  India
union,2017-18,other,0.2,Trade Facilittion Centre
union,2017-18,infrastructure,0.15,PRESS COUNCIL OF INDIA (PCI)
union,2017-18,other,0.13,"National Centre for Antarctic and Ocean Research,"
union,2017-18,security,0.1,Fisheries
union,2017-18,social_welfare,0.1,National Commission for Women (NCW)
union,2017-18,other,0.08,Promotion of Copyright and IPR
union,2017-18,education,0.06,All India Council for Technical Education (AICTE)
union,2017-18,other,0.05,DGFT
union,2017-18,other,0.05,Nehru Memorial Museum and Library
union,2017-18,healthcare,0.05,National Academy of Medical Sciences
union,2017-18,education,0.05,PRASAAD (Information Education Communication
union,2017-18,other,0.04,Spices Board
union,2017-18,urban_services,0.04,Swachh Bharat Mission (Gramin)
union,2017-18,other,0.04,"Khadi, Village Industries and Coire (S and T)"
union,2017-18,agriculture_rural,0.04,Demand No. 83
union,2017-18,agriculture_rural,0.04,Pradhan Mantri Krishi Sinchayee Yojana
union,2017-18,education,0.03,Digital India e-learning
union,2017-18,other,0.02,Rubber Board
union,2017-18,other,0.02,Tea Board
union,2017-18,education,0.02,Support to VAs/SRCs/Institutions for Adult
union,2017-18,social_welfare,0.02,Central Social Welfare Board
union,2017-18,other,0.01,EIC
union,2017-18,other,0.01,Market Access Initiative
union,2017-18,other,0.01,Copyright Office
union,2017-18,other,0.01,"Exhibition-cum-Convention Centre, Dwarka"
union,2017-18,healthcare,0.01,National Board of Examination
union,2017-18,urban_services,0.01,NIUA
union,2017-18,other,0.01,National Centre for Good Governance
union,2017-18,other,0.01,Assistance for Large Revenue generating Projects
union,2017-18,urban_services,0.01,Ghat Works for Beautification of River Fronts
union,2017-18,urban_services,0.01,National Ganga Plan
union,2017-18,urban_services,0.01,National Ground water Management Improvement
union,2017-18,other,2694608.63,Total Expenditure through Budget and Resources
union,2017-18,other,2217750.06,Total Expenditure through Budget (1+5)
union,2017-18,other,1944305.29,Total Expenditure through Budget (1+5)
union,2017-18,other,1944305.29,Total Expenditure through Budget and Resources
union,2017-18,other,1741241.52,Central Expenditure (2+3+4)
union,2017-18,other,1474760.9,Central Expenditure (2+3+4)
union,2017-18,other,750303.34,Total Expenditure through Budget and Resources
union,2017-18,other,638009.41,Other Central Expenditure
union,2017-18,other,634318.08,Central Sector Schemes
union,2017-18,other,621151.55,Other Central Expenditure
union,2017-18,other,476858.57,Resources of Public Enterprises
union,2017-18,other,476858.57,Resources of Public Enterprises
union,2017-18,other,476508.54,Transfers (6+7+8)
union,2017-18,other,469544.39,Transfers (6+7+8)
union,2017-18,other,468914.03,Establishment
union,2017-18,other,462761.45,Establishment
union,2017-18,other,390847.9,Central Sector Schemes
union,2017-18,other,285581.44,Centrally Sponsored Schemes
union,2017-18,other,284957.29,Centrally Sponsored Schemes
union,2017-18,other,273444.77,Total Expenditure through Budget (1+5)
union,2017-18,other,266480.62,Central Expenditure (2+3+4)
union,2017-18,other,243470.18,Central Sector Schemes
union,2017-18,other,101490.18,Finance Commission Transfers
union,2017-18,other,101490.18,Finance Commission Transfers
union,2017-18,other,89436.92,Other Transfers
union,2017-18,other,83096.92,Other Transfers
union,2017-18,other,16857.86,Other Central Expenditure
union,2017-18,other,6964.15,Transfers (6+7+8)
union,2017-18,other,6340.0,Other Transfers
union,2017-18,other,6152.58,Establishment
union,2017-18,other,624.15,Centrally Sponsored Schemes
union,2017-18,other,442872.84,Grand Total
union,2017-18,other,296724.47,Total Transfer to States [Other than (I)+(II)]
union,2017-18,other,263782.99,a Under Centrally Sponsored Schemes (Revenue)^
union,2017-18,other,101490.18,Finance Commission Grants
union,2017-18,infrastructure,39386.29,Some Important Items of Transfer
union,2017-18,agriculture_rural,39040.96,a Grant for local bodies - Rural Bodies
union,2017-18,other,35819.0,d Post Devolution Revenue Deficit Grants
union,2017-18,other,31765.37,b Under Central Sector Schemes (Revenue)^
union,2017-18,infrastructure,17500.0,d Externally Aided Projects - Loan
union,2017-18,other,17247.42,b Grants for Urban Local Bodies
union,2017-18,other,9382.8,c Grants-in-Aid for SDRF
union,2017-18,infrastructure,7167.0,a Assistance to States from NDRF
union,2017-18,infrastructure,7000.0,g Special Assistance under the Demand - Transfers to States
union,2017-18,other,5271.9,Total Transfer to Delhi and Puducherry
union,2017-18,other,3671.68,c Under Other Categories of Expenditure (Revenue)
union,2017-18,infrastructure,3000.0,c Externally Added Projects - Grants
union,2017-18,other,1456.05,a Under Centrally Sponsored Schemes (Revenue)
union,2017-18,infrastructure,1288.0,f Schemes under Proviso to Article 275(1) of the Constitution
union,2017-18,infrastructure,1247.0,i Special Central Assistance to Tribal Area under the Demand - Ministry of Tribal Affairs
union,2017-18,other,939.45,c Under Other Categories of Expenditure (Revenue)^
union,2017-18,infrastructure,770.0,h Special Central Assistance to Scheduled Castes under Demand- Department of Social Justice and Empowerment
union,2017-18,infrastructure,713.23,e Schemes of North East Council
union,2017-18,infrastructure,701.06,b Central Pool of Resources for North Eastern Region and Sikkim
union,2017-18,other,236.66,d Capital Transfers
union,2017-18,other,72.17,b Under Central Sector Schemes (Revenue)
union,2017-18,other,72.0,d Capital Transfers
union,2018-19,other,708933.67,Grand Total
union,2018-19,other,441517.58,Grand Total
union,2018-19,other,267416.09,Grand Total
union,2018-19,security,138123.0,Food Subsidy  to Food Corporation of India under National Food Security Act.
union,2018-19,security,138123.0,Food Subsidy  to Food Corporation of India under National Food Security Act.
union,2018-19,other,45000.0,Urea Subsidy
union,2018-19,other,45000.0,Urea Subsidy
union,2018-19,education,42820.0,Transfer to National Investement Fund
union,2018-19,education,42820.0,Transfer to National Investement Fund
union,2018-19,education,40881.11,Road Works
union,2018-19,education,37652.59,Manufacturing Suspense
union,2018-19,education,37652.59,Manufacturing Suspense
union,2018-19,other,31000.0,Food Subsidy for Decentralized Procurement of Foodgrains under NFSA
union,2018-19,other,31000.0,Food Subsidy for Decentralized Procurement of Foodgrains under NFSA
union,2018-19,education,29762.12,Road Works
union,2018-19,education,29663.13,National Highways Authority of India
union,2018-19,education,29663.13,National Highways Authority of India
union,2018-19,other,25090.35,Nutrient Based Subsidy
union,2018-19,other,25090.35,Nutrient Based Subsidy
union,2018-19,other,24708.97,Aircrafts and Aeroengines - Air Force
union,2018-19,other,24708.97,Aircrafts and Aeroengines - Air Force
union,2018-19,education,18185.92,Stores Suspense
union,2018-19,education,18185.92,Stores Suspense
union,2018-19,other,17810.02,322.
union,2018-19,other,17810.02,322.
union,2018-19,other,17197.68,Other equipment - Army
union,2018-19,other,17197.68,Other equipment - Army
union,2018-19,education,16477.8,Direct Benefit Transfer
union,2018-19,education,16477.8,Direct Benefit Transfer
union,2018-19,agriculture_rural,15000.0,Interest Subsidy for Short Term Credit to Farmers
union,2018-19,education,15000.0,Transfer to Rashtirya Rail Sanraksha Kosh
union,2018-19,agriculture_rural,15000.0,Interest Subsidy for Short Term Credit to Farmers
union,2018-19,education,15000.0,Transfer to Rashtirya Rail Sanraksha Kosh
union,2018-19,agriculture_rural,13000.0,Crop Insurance Scheme
union,2018-19,agriculture_rural,13000.0,Crop Insurance Scheme
union,2018-19,education,12180.0,Transfer to Central Road Fund
union,2018-19,education,12180.0,Transfer to Central Road Fund
union,2018-19,education,11450.0,Track Renewals
union,2018-19,education,11450.0,Track Renewals
union,2018-19,education,11118.99,Road Works
union,2018-19,other,10300.0,Naval Fleet - Navy
union,2018-19,other,10300.0,Naval Fleet - Navy
union,2018-19,other,10000.0,Compensation to Service Providers for creation and augmentation of telecom infrastructure
union,2018-19,other,10000.0,Compensation to Service Providers for creation and augmentation of telecom infrastructure
union,2018-19,education,9755.0,New Lines (Construction)
union,2018-19,education,9755.0,New Lines (Construction)
union,2018-19,other,9734.45,Research  and Development
union,2018-19,other,9734.45,Research  and Development
union,2018-19,education,9477.0,Investment in Non Governent Undertakings Including Joint Venture/Special Purpose Vehicle
union,2018-19,education,9477.0,Investment in Non Governent Undertakings Including Joint Venture/Special Purpose Vehicle
union,2018-19,education,9182.72,Leased assets - Payment of Capital Component
union,2018-19,education,9182.72,Leased assets - Payment of Capital Component
union,2018-19,other,8174.33,Other equipment - Air Force
union,2018-19,other,8174.33,Other equipment - Air Force
union,2018-19,other,6576.02,Space Technology
union,2018-19,other,5164.27,Construction Works - Army
union,2018-19,other,5164.27,Construction Works - Army
union,2018-19,education,4935.0,Integrated Power Development Scheme
union,2018-19,education,4900.0,"Employees Pension Scheme, 1995"
union,2018-19,education,4900.0,"Employees Pension Scheme, 1995"
union,2018-19,other,4863.0,Other equipment - Navy
union,2018-19,other,4863.0,Other equipment - Navy
union,2018-19,security,4500.0,Optical Fibre Cable based network for Defence Services
union,2018-19,security,4500.0,Optical Fibre Cable based network for Defence Services
union,2018-19,other,4489.63,317.
union,2018-19,other,4489.63,317.
union,2018-19,other,4469.5,Purchase of two new aircraft for Special Extra Section Flight operations.
union,2018-19,other,4469.5,Purchase of two new aircraft for Special Extra Section Flight operations.
union,2018-19,education,4300.0,Road Safety Works - Road Over/Under Bridges
union,2018-19,education,4300.0,Road Safety Works - Road Over/Under Bridges
union,2018-19,education,4200.0,Under-recovery (other Subsidy Payable)
union,2018-19,education,4200.0,Under-recovery (other Subsidy Payable)
union,2018-19,education,4035.0,Integrated Power Development Scheme
union,2018-19,other,4000.0,Assistance to State Agencies for intra-state movement of foodgrains and FPS dealers margin under NFSA
union,2018-19,other,4000.0,Assistance to State Agencies for intra-state movement of foodgrains and FPS dealers margin under NFSA
union,2018-19,other,3950.0,Member of Parliament Local Area Development Scheme (MPLAD)
union,2018-19,other,3950.0,Member of Parliament Local Area Development Scheme (MPLAD)
union,2018-19,healthcare,3825.0,Pardhan Mantri Swasthya Suraksha Yojana
union,2018-19,education,3800.0,Deen Dayal Upadhyaya Gram Jyoti Yojna
union,2018-19,education,3800.0,Deen Dayal Upadhyaya Gram Jyoti Yojna
union,2018-19,agriculture_rural,3500.0,Subscription to Share Captial of National Bank for Agricultural and Rural Development (NABARD)
union,2018-19,agriculture_rural,3500.0,Subscription to Share Captial of National Bank for Agricultural and Rural Development (NABARD)
union,2018-19,other,3382.87,Space Technology
union,2018-19,education,3200.0,LPG Connection to Poor Households
union,2018-19,education,3200.0,LPG Connection to Poor Households
union,2018-19,other,3193.15,Space Technology
union,2018-19,education,2750.0,Sahaj Bijli Har Ghar Yojana (Rural)- Saubhagya
union,2018-19,education,2750.0,Higher Education Financing Agency (HEFA)
union,2018-19,education,2750.0,Higher Education Financing Agency (HEFA)
union,2018-19,education,2750.0,Sahaj Bijli Har Ghar Yojana (Rural)- Saubhagya
union,2018-19,other,2650.0,Bhutan
union,2018-19,other,2600.0,316.
union,2018-19,education,2543.0,522.  Workshop Including Production Units
union,2018-19,education,2543.0,522.  Workshop Including Production Units
union,2018-19,other,2500.0,Interest Equalisation Scheme
union,2018-19,other,2500.0,Interest Equalisation Scheme
union,2018-19,education,2453.0,Education  Empowerment
union,2018-19,education,2453.0,Education  Empowerment
union,2018-19,education,2346.0,Gauge Conversion
union,2018-19,education,2346.0,Gauge Conversion
union,2018-19,education,2325.51,Payment of differential royalty to State Governments
union,2018-19,education,2325.51,Payment of differential royalty to State Governments
union,2018-19,other,2300.0,Amended Technology Upgradation Fund Scheme(ATUFS)
union,2018-19,other,2300.0,National Ganga Plan and Ghat Works
union,2018-19,other,2300.0,Amended Technology Upgradation Fund Scheme(ATUFS)
union,2018-19,other,2300.0,National Ganga Plan and Ghat Works
union,2018-19,other,2163.85,Remission of State Levies (ROSL)
union,2018-19,other,2163.85,Remission of State Levies (ROSL)
union,2018-19,education,2150.0,Interest Subsidy and contribution for Guarantee Funds
union,2018-19,education,2150.0,Interest Subsidy and contribution for Guarantee Funds
union,2018-19,healthcare,2100.0,National AIDS and STD Control Programme
union,2018-19,education,2045.24,Solar Power - Grid Interactive Renewable Power
union,2018-19,education,2045.24,Solar Power - Grid Interactive Renewable Power
union,2018-19,education,2025.0,Signalling and Telecom
union,2018-19,education,2025.0,Signalling and Telecom
union,2018-19,other,2000.0,Naval Dockyard/projects - Navy
union,2018-19,other,2000.0,Naval Dockyard/projects - Navy
union,2018-19,other,2000.0,National Investment and Infrastructure Fund (NIIF)
union,2018-19,other,1999.99,National Investment and Infrastructure Fund (NIIF)
union,2018-19,healthcare,1974.9,Pardhan Mantri Swasthya Suraksha Yojana
union,2018-19,other,1972.41,Heavy and Medium Vehicles - Army
union,2018-19,other,1972.41,Heavy and Medium Vehicles - Army
union,2018-19,healthcare,1970.0,National AIDS and STD Control Programme
union,2018-19,infrastructure,1965.0,152.  Works under Border Roads Development Board
union,2018-19,infrastructure,1965.0,152.  Works under Border Roads Development Board
union,2018-19,other,1956.02,Construction Works - Air Force
union,2018-19,other,1956.02,Construction Works - Air Force
union,2018-19,other,1900.0,Aircrafts and Aeroengines - Navy
union,2018-19,education,1900.0,New Lines (Construction) - Dividend Free Projects
union,2018-19,other,1900.0,Aircrafts and Aeroengines - Navy
union,2018-19,education,1900.0,New Lines (Construction) - Dividend Free Projects
union,2018-19,healthcare,1850.1,Pardhan Mantri Swasthya Suraksha Yojana
union,2018-19,education,1824.0,Investment in Governent Commericial Undertaking - Public Undertakings
union,2018-19,education,1824.0,Investment in Governent Commericial Undertaking - Public Undertakings
union,2018-19,other,1813.5,Bhutan
union,2018-19,other,1812.92,Aircrafts and Aeroengines - Army
union,2018-19,other,1812.92,Aircrafts and Aeroengines - Army
union,2018-19,education,1800.64,Prime Minister Employment Generation Programme (PMEGP)
union,2018-19,education,1800.64,Prime Minister Employment Generation Programme (PMEGP)
union,2018-19,other,1776.84,316.
union,2018-19,other,1746.25,Space Applications
union,2018-19,education,1674.0,Phulpur Dhamra Haldia Pipeline Project
union,2018-19,education,1674.0,Phulpur Dhamra Haldia Pipeline Project
union,2018-19,education,1657.86,Passenger Amenities
union,2018-19,education,1657.86,Passenger Amenities
union,2018-19,other,1655.4,327.
union,2018-19,education,1651.0,Metropolitan Transportation Projects
union,2018-19,education,1651.0,Metropolitan Transportation Projects
union,2018-19,education,1586.91,Rolling Stock
union,2018-19,education,1586.91,Rolling Stock
union,2018-19,other,1500.0,Refund of Central and Integrated GST to Industrial Units in North Eastern Region and Himalayan States
union,2018-19,other,1500.0,Price Stabilisation Fund
union,2018-19,other,1500.0,Refund of Central and Integrated GST to Industrial Units in North Eastern Region and Himalayan States
union,2018-19,other,1500.0,Price Stabilisation Fund
union,2018-19,other,1437.19,Non-residential
union,2018-19,other,1350.0,Biotechnology Research and Development
union,2018-19,other,1350.0,Biotechnology Research and Development
union,2018-19,other,1313.08,Pradhan Mantri Kisan Sampada Yojana
union,2018-19,other,1313.08,Pradhan Mantri Kisan Sampada Yojana
union,2018-19,education,1300.0,National Seismic Programme
union,2018-19,education,1300.0,National Seismic Programme
union,2018-19,education,1260.0,Traffic Facilities - Yard Remodeling and Others
union,2018-19,education,1260.0,Traffic Facilities - Yard Remodeling and Others
union,2018-19,other,1205.9,306.
union,2018-19,other,1205.9,306.
union,2018-19,education,1173.01,Strengthening of Power Systems
union,2018-19,education,1147.06,Feedstock
