gov_level,dataset,pdf_source,fiscal_year,estimate_type,component,amount_crore,sector,demand_no,ministry,department,category,description
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,600.0,other,86.0,Ministry of Science and Technology,Department of Scientific and Industrial Research,,National Laboratories-CSIR
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,570.38,other,43.0,Ministry of Heavy Industries and Public Enterprises,,,Ministry of Heavy Industries and Public Enterprises
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,570.38,other,44.0,Ministry of Heavy Industries and Public Enterprises,,,Demand No. 44
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,566.0,security,46.0,Ministry of Home Affairs,,,Demand No. 46
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,566.0,security,46.0,Ministry of Home Affairs,,,National Cyclone Risk Mitigation Project with World
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,544.0,energy,74.0,Ministry of Power,,,Power System Development Fund
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,532.0,other,64.0,"Ministry of Micro, Small and Medium Enterprises",,,Infrastructure Development and Capacity Building -
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,527.75,education,58.0,Ministry of Human Resource Development,Department of Higher Education,,University Grants Commission
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,527.0,education,58.0,Ministry of Human Resource Development,Department of Higher Education,,Rashtriya Uchhatar Shiksha Abhiyan (RUSA)
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,520.77,social_welfare,97.0,Ministry of Women and Child Development,,,Ministry of Women and Child Development
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,520.77,social_welfare,98.0,Ministry of Women and Child Development,,,Demand No. 98
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,474.65,healthcare,42.0,Ministry of Health and Family Welfare,Department of Health and Family Welfare,,Tetiary Care Programme Scheme
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,474.55,education,58.0,Ministry of Human Resource Development,Department of Higher Education,,Grants to Central Universities (CUs)
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,454.0,education,57.0,Ministry of Human Resource Development,Department of School Education and Literacy,,National Programme of Mid Day Meals in Schools
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,417.53,other,4.0,"Ministry of Ayurveda, Yoga and Naturopathy, Unani, Siddha",,,"Ministry of Ayurveda, Yoga and Naturopathy, Unani, Siddha"
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,417.53,other,5.0,"Ministry of Ayurveda, Yoga and Naturopathy, Unani, Siddha",,,Demand No. 5
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,399.22,social_welfare,98.0,Ministry of Women and Child Development,,,Anganwadi Services
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,396.71,other,17.0,Ministry of Culture,,,Ministry of Culture
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,396.71,other,18.0,Ministry of Culture,,,Demand No. 18
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,374.0,healthcare,42.0,Ministry of Health and Family Welfare,Department of Health and Family Welfare,,Jawaharlal Institute of Post Graduate Medical
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,369.33,other,85.0,Ministry of Science and Technology,Department of Biotechnology,,Biotechnology R and D
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,350.0,healthcare,42.0,Ministry of Health and Family Welfare,Department of Health and Family Welfare,,Pradhan Mantri Swasthya Suraksha Yojana
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,350.0,urban_services,97.0,"Ministry of Water Resources, River Development and Ganga",,,National Ganga Plan
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,344.0,other,84.0,Ministry of Science and Technology,Department of Science and Technology,,Science and Technology Institutional and Human
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,342.75,infrastructure,87.0,Ministry of Shipping,,,Inland Waterways Authority of India
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,337.5,other,64.0,"Ministry of Micro, Small and Medium Enterprises",,,Infrastructure Development And Capacity Building
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,333.27,infrastructure,23.0,Ministry of Development of North Eastern Region,,,Renamed as North Est Road Sector Development
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,333.03,infrastructure,98.0,Ministry of Youth Affairs and Sports,,,Ministry of Youth Affairs and Sports
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,333.03,infrastructure,99.0,Ministry of Youth Affairs and Sports,,,Demand No. 99
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,329.0,other,84.0,Ministry of Science and Technology,Department of Science and Technology,,"Innovation, Technology Development and"
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,325.75,other,25.0,Ministry of Electronics and Information Technology,,,Ministry of Electronics and Information Technology
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,325.75,other,26.0,Ministry of Electronics and Information Technology,,,Demand No. 26
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,312.37,infrastructure,58.0,Ministry of Information and Broadcasting,,,Ministry of Information and Broadcasting
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,312.37,infrastructure,59.0,Ministry of Information and Broadcasting,,,Demand No. 59
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,310.0,other,27.0,Ministry of External Affairs,,,Ministry of External Affairs
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,310.0,other,28.0,Ministry of External Affairs,,,Demand No. 28
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,310.0,education,28.0,Ministry of External Affairs,,,South Asian University
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,303.62,other,26.0,"Ministry of Environment, Forests and Climate Change",,,"Ministry of Environment, Forests and Climate Change"
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,303.62,other,27.0,"Ministry of Environment, Forests and Climate Change",,,Demand No. 27
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,300.0,infrastructure,87.0,Ministry of Shipping,,,Sagamala
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,300.0,urban_services,97.0,"Ministry of Water Resources, River Development and Ganga",,,Pradhan Mantri Krishi Sinchai Yonana (HKKP)
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,298.5,other,85.0,Ministry of Science and Technology,Department of Biotechnology,,Assistance to Autonomous Institutions
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,269.47,security,51.0,Ministry of Home Affairs,,,Demand No. 51
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,269.47,security,51.0,Ministry of Home Affairs,,,Schemes of Dadra and Nagar Haveli
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,266.53,healthcare,5.0,"Ministry of Ayurveda, Yoga and Naturopathy, Unani, Siddha",,,National AYUSH Mission (NAM)
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,266.46,infrastructure,59.0,Ministry of Information and Broadcasting,,,PRSAR BHARATI
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,263.75,education,57.0,Ministry of Human Resource Development,Department of School Education and Literacy,,Navodaya Vidyalaya Samiti
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,259.0,other,84.0,Ministry of Science and Technology,Department of Science and Technology,,Science and Engineering Research Board
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,250.0,energy,74.0,Ministry of Power,,,Strengthening of transmission system in the states
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,248.0,education,58.0,Ministry of Human Resource Development,Department of Higher Education,,World Class Institutions
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,246.54,other,93.0,Ministry of Textiles,,,Ministry of Textiles
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,246.54,other,94.0,Ministry of Textiles,,,Demand No. 94
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,246.26,education,57.0,Ministry of Human Resource Development,Department of School Education and Literacy,,Sarva Shiksha Abhiyan
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,242.86,other,24.0,Ministry of Earth Sciences,,,Ministry of Earth Sciences
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,242.86,other,25.0,Ministry of Earth Sciences,,,Demand No. 25
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,232.74,social_welfare,88.0,Ministry of Social Justice and Empowerment,,,Ministry of Social Justice and Empowerment
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,231.35,education,57.0,Ministry of Human Resource Development,Department of School Education and Literacy,,Kendriya Vidyalaya Sangathan
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,226.29,infrastructure,48.0,Ministry of Home Affairs,,,Grants to Land Ports Authority of India
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,225.0,other,12.0,Ministry of Commerce and Industry,Department of Industrial Policy and Promotion,,Indian Leather Development Programme
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,225.0,healthcare,42.0,Ministry of Health and Family Welfare,Department of Health and Family Welfare,,Post-Graduate Institute of Medical Education and
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,215.0,healthcare,43.0,Ministry of Health and Family Welfare,Department of Health and Family Welfare,,Demand No. 43
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,214.45,social_welfare,89.0,Ministry of Social Justice and Empowerment,,,Demand No. 89
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,200.0,healthcare,43.0,Ministry of Health and Family Welfare,Department of Health Research,,"Indian Council of Medical Research, New Delhi"
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,200.0,other,84.0,Ministry of Science and Technology,Department of Science and Technology,,Autonomous Institutions and Professional Bodies
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,199.95,other,12.0,Ministry of Commerce and Industry,Department of Industrial Policy and Promotion,,Industrial Infrastructure Upgradation Scheme (IIUS)
