filename,page_number,extract_method,sector,row_text,n_numbers,amount_1,amount_2,amount_3,amount_4,amount_5,amount_6,amount_7,amount_8,amount_9,amount_10
Chennai Budget 2020-21 Balance Sheet.pdf,3,camelot,other,210 Establishment Expenses I-10 15079714000.00 13470240639.00 13928284733.52 123929240.00 130868805.00,7,210.0,-10.0,15079714000.0,13470240639.0,13928284733.52,123929240.0,130868805.0,,,
Chennai Budget 2020-21 Balance Sheet.pdf,3,camelot,other,220 Administrative Expenses I-11 1140490000.00 901874631.00 747202254.85 16843200.00 21620450.00,7,220.0,-11.0,1140490000.0,901874631.0,747202254.85,16843200.0,21620450.0,,,
Chennai Budget 2020-21 Balance Sheet.pdf,3,camelot,other,230 EXPENSES I-12 14644059000.00 11244913568.38 6529175199.49 38126704.00 67868438.00,7,230.0,-12.0,14644059000.0,11244913568.38,6529175199.49,38126704.0,67868438.0,,,
Chennai Budget 2020-21 Balance Sheet.pdf,3,camelot,other,240 INTEREST AND FINANCE CHARGES I-13 1670000000.00 1520881226.93 1673586089.14,5,240.0,-13.0,1670000000.0,1520881226.93,1673586089.14,,,,,
Chennai Budget 2020-21 Balance Sheet.pdf,3,camelot,other,250 Programme Expenses I-14 40431000.00 23350803.00 72260138.00 654196.00,6,250.0,-14.0,40431000.0,23350803.0,72260138.0,654196.0,,,,
Chennai Budget 2020-21 Balance Sheet.pdf,3,camelot,other,271 MISCELLANEOUS EXPENSES I-17 84106000.00 11937954.00 9832087.00 52704044.00 70482535.00,7,271.0,-17.0,84106000.0,11937954.0,9832087.0,52704044.0,70482535.0,,,
Chennai Budget 2020-21 Balance Sheet.pdf,3,camelot,other,272 Depreciation I-18 12089355000.00 9498327588.00 9212457117.00 60407086.00 127436758.00,7,272.0,-18.0,12089355000.0,9498327588.0,9212457117.0,60407086.0,127436758.0,,,
Chennai Budget 2020-21 Balance Sheet.pdf,3,camelot,other,B Total EXPENDITURE 44748155000.00 36671526410.31 32172797619.00 292010274.00 418931182.00,5,44748155000.0,36671526410.31,32172797619.0,292010274.0,418931182.0,,,,,
Chennai Budget 2020-21 Balance Sheet.pdf,3,camelot,other,A-B Income Over Expenditure 772959100.00 1757900556.00,2,772959100.0,1757900556.0,,,,,,,,
Chennai Budget 2020-21 Balance Sheet.pdf,3,camelot,other,B-A Expenditure Over Income 5093805226.22 7465822969.96,2,5093805226.22,7465822969.96,,,,,,,,
